date,name,bust,waist,hips,height,weight,birth_date,birth_place,ambitions,turn_ons,turn_offs,favorite_film,role_models,my_man,i_always_wanted_to_know,secret_fantasy,redheads_are,dream_date,the_actress_id_most_like_to_meet,the_thing_i_like_best_about_american_men,favorite_place,favorite_sport,id_like_most_to_meet,favorite_foods,place_id_most_like_to_visit,favorite_books,ideal_evening,favorite_performers,recurring_nightmare,favorite_writers,special_skills,romantic_rendezvous,favorite_pampering_activities,occupation,man_id_most_like_to_meet,what_amazes_you,who_do_you_admire,favorite_musicians,secret_wishes,favorite_outfits,Ill_know_Ive_made_it_when,ideal_weekend,describe_yourself,qualities_valued_most_in_others,getting_your_attention,your_sex_advice,favorite_way_to_wakeup,what_drives_you_wild,you_can_never_have_enough,im_always,ive_learned,my_philosophy,im_a_sucker_for,fondest_memory,a_great_day_always_starts_with,words_to_live_by,travel_dream,phrase_i_live_by,i_stand_up_for,a_woman_i_admire_and_why,five_musicians_who_inspired_me,most_exciting_city_in_world,hobbies,pets,plans_for_education,job_before_modeling,inspiration_for_my_poetry,great_book_ive_just_read,in_the_morning_i_remind_myself_to,one_thing_youd_change_about_yourself,most_impulsive_thing_youve_done,things_ive_always_wanted_to_try,not_playmate_id_be_working_as,when_i_feel_the_need_for_speed_im,wildest_thing_i_want_to_do,if_i_had_more_time_i_would,i_wish_i_had,my_moto,favorite_ways_to_kill_time,dream_job,my_support,i_could_never_be,couldn’t_live_without,favorite_color,hardest_part_of_being_playmate,passions,shake_me_wake_me,when_young_and_on_your_own,healthy_springtime_balance,modeling_tips,remodeling tip,i_may_look_innocent_but,love_is,our_heroine,lessons_weve_learned,fantasy_guy_next_door,people_think_im,favorite_quote,why_i_could_never_be_president,what_makes_a_woman_sexy,my_friends_know,every_woman_should_have,most_frightening_experience,i_like_to_be_surrounded_by,sexy_begins_with,phobias,i_judge_a_man_by,i_appreciate,if_you_really_want_to_know_me,when_i_want_to_relax,favorite_advice,im_happy_when,my_attitude,im_bullish_on,places_ive_been_lately,riding_my_horse_is,advice_from_mom,a_real_cowgirl,typical_day_in_your_life,whats_sexy_in_men,mood_music,my_future,favorite_zip_code,favorite_tune,my_family,my_best_quality,quality_most_valued_in_others,necessities_of_a_strong_relationship,most_impacting_statement,my_sisters,people_don't_know_im,favorite_dishes,my_idea_of_fun,i_expose_myself_to,how_i_like_to_get_wet,how_to_get_me_into_bed,how_to_get_me_out_of_bed,my_valentines_day_dream,dream_land,advocations,small_town_girls,aphrodisiac,choice_moment,last_words,what_brightens_my_day,never_leave_home_without,rules_to_leave_by,gift_list,in_the_mood,my_music,sex_is,ideal_man,im_happiest_when,favorite_thing,great_sex_begins_with,the_best_men_are,more_and_less,in_my_craziest_moment,also_known_as,strange_but_true,favorite_dessert,honeymoon_wish_list,men_are_great_because_they,why_love_hawaii,favorite_subject,favorite_boy_names,i_fall_asleep_to,if_i_where_queen_of_the_world,victorias_secret,three_rules_to_live_by,new_year_resolutions,ill_never,nobody_knows,call_me_crazy_but,boy_bribery,perfect_kiss,hands_on,bedtime_reading,calling_room_service,what_shakes_me_up,dream_gateway,mistaken_identity,the_rachel_jean_workout,scariest_moment,glad_i_was_there,virtues,if_i_could,how_to_impress_me,my_strongest_influences,my_ideal_couple,im_proud_that,pet_peeve,pet_advice,dream_vacation,favorite_drink,i_must_have,turn_up_the_radio_for,i_love_ballet_because,i_feel_most_at_home,my_split_personality,looking_ahead,most_embarrassing_moment,romancing_my_man,perfect_day,cant_get_enough,the_way_to_my_heart,if_i_were_invisible,i_may_be_tiny,no_place_like_home,beyond_modeling,its_so_unsettling,most_exciting_day,elan_at_home,mad_madder_maddest,never_again,one_thing_im_not,i_pledge_allegiance,dream_car,a_night_to_remember,disney_character_i_relate_to,ideal_home,most_outrageous_job,best_date,i_respect,best_heartpounding_experience,worst_heartpounding_experience,how_to_really_make_my_heart_pound,what_i_like_about_america,what_i_miss_about_europe,most_romantic_moment,in_my_heart_of_hearts,most_irrational_fear,there_ought_to_be_a_law,i_truly_believe,when_pigs_fly,vices,water_fantasies_part_1,part_2,part_3,favorite_appliances,what_men_do_better_than_women,worst_places_sand_gets,favorite_video,on_the_road,lifes_a_beach,p.s.,so_se_me,if_i_were_a_senator,champagne_make_me,ill_never_understand,best_decision,self_image,ideal_mate,biggest_weakness,my_best_asset,international_relations,im_just_wild_about,my_antique_collection,fencing_is,when_i_was_younger,then_i_learned,now_i_know,prince_charming,tanning_secrets,sexy_is,love_rules,things_i_want_to_do_in_my_life,favorite_reading_material,my_daily_schedule_2_years_from_now,biggest_fear,fantasy_time,favorite_sweets,best_thing_about_usa_army,when_we_get_home,favorite_century_and_why,thanks_to,golden_rules,the_perfect_man,vehicles,i_promise,where_ive_been,what_i_saw,where_im_going,why_im_here,who_am_i,ideal_mans_attire,secret_of_the_month,dream_trek,the_man_i_love,no_one_would_believe,all_i_want_for_christmas,if_you_see_me,if_you_knew_me,the_man_i_love_is,worst_nightmare,favorite_bed_treats,favorite_actor,small_town_life,new_years_resolution,i_want,i_must_see,in_my_futre,typical_AM,playboy_means,favorite_compliments,my_opinion,my_life_story,what_i_wonder_about_americans,how_my_men_are_exactly_like_horses,the_foolproof_way_to_win_me_over,qualities_i_look_for_in_a_man,special_thanks_to,favorite_people,my_healthy_foods,ideal_airplane_passenger,what_they_dont_teach_in_stewardess_school,worst_announcement_from_captain,cutest_chicago_cub,indoors,outdoors,destinations,sunny_days,future_shocks,fantasy_trip,its_important_to_me,my_dreams,my_confidants,am_who_i_am_because,1999,lingerie_im_wearing,valentines_day_plans,canadian_date,american_date,being_a_playmate_means,things_i_love,favorite_country,describe_yourself,what_i_like_best_about_holland,what_i_found_interesting_about_america,what_you_should_know_about_my_sister,lines_i_hate,love_affair,my_bookshelf,my_my_my,financial_plans,heroes,in_a_past_life,my_strengths_are,my_lingerie_drawer,freudian_dream,food_and_drink,hot_time,dream_guy,my_therapy,tv_programs,mr_right_will_be,favorite_pasttimes,favorite_part_of_the_day,things_i_enjoy_giving,goodies_i_want_out_of_life,favorite_things,light_readin,perfect_night,worst_guilt_trip,your_night_out,tv_credits,favorite_love_portion,least_favorite_thing_about_america,extracurricular_pursuits,favorite_investments,favorite_era,personal_weapon,predict_your_future,one_wish_in_the_world,retiring_place_and_why,male_dance_youd_like_to_dance_with,experiment_youd_like_to_perform_on_space_shuttle,if_you_could_have_only_3_records,interesting_place_to_make_love,perfect_menu_for_date,add_to_circle_of_friends,least_fashionable_outfit,movie_character_youd_like_to_play,biggest_disappointment,womans_personal_style_you_admire,what_you_always_put_off,most_dangerous_secret,boring_date_you_can_imagine,redo_school_courses,biggest_flaw,best_job_in_the_world,what_really_excites_you,what_youd_like_to_do_that_youve_never_told_anyone,dish_youd_make_for_boyfriend_after_fight,what_make_you_laugh,important_lesson_learned,what_got_you_into_most_trouble_as_a_kid,biggest_joy,sign,favorite_artist,charity
7/1/1991,Wendy Kaye,34,23,35,"5'6""",112,5/5/1972,"Memphis, Tennesse",To become an accomplished film television actress.,"Good movies, good music, the beach, romance, friendly & humorous people!","People who are selfish, rude or deceitful. Drug and alcohol, abusers.","Ghost, Pretty Woman, Parenthood, Tequila Sunrise, Trading Places.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commit yourself to truth, beauty and goodness. Be true to your values. If it doesn't feel right, don’t do it!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy Murphy! Julia Roberts, Tom Cruise, Michelle Pfeiffer, Kurt Russell.",,,,,,,,,,,,,,,"President Bush & the troops of Desert Storm, my parents and God.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/1991,Corinna Harney,34,22,34,"5'3""",105,2/20/1972,"Bremerhaven, Germany","To get a good education, to stay interest in people and excited about life","New places, bodies of water, lookig at a sky full of stars, laughter.","Fake people, liars, gossip, slow cars in the fast lane, people who make snap judgments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rough, tough, fit and funny --  and always being my buddy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My boyfriend Dean, my mom, my best friend Jorene and anyone who likes these pictures!",Chocolate-chip pancakes and root beer.,"On a warm, rainy evening, he brings a ladder to my second-story window. We escape to the mountains above the rain to geze at the stars.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1990,Lorraine Olivia,34,24,32,"5'6""",112,2/20/1968,"Geneva, Illinois",To finish college a decome a 3rd grade teacher.,Strong hands and a good sense of humor.,Blanket hogs.,Fabulous Baker Boys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anyone who helps pass the time on a four-hour flight.,How to deal with five unaccompanied children who like to play with the call button.,"Due to air-traffic control, we will be unable to land in Chicago at this time.",Mike Bielecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/1990,Brittany York,36,24,34,"5'6""",120,2/26/1965,"London, UK",To have the freedom to travel where and when I want.,"It could be a look or a touch. It's always subtle, always exciting.",Those men who are so damn arrongan and think they're the bee's knees.,,,,,,,,,,,,,,,,A bottle of champagne and a bubble bath with my man (and a little imagination!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The man of my dreams is happy, sucure, successful, and positive. Any of you out there??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some days I like to stay inside, take a bubble bath and pop a cork -- wine, champagne, I don't care. I just want to get comfortable.","Thrills! Hang-gliding, scuba-diving, race car driving or sitting in the sun watching the Blue Angels.","Sailing the Great Barrier feef, Ballooningacross the African Plains. Fox-hunting in England. Let's go!",On the beach in Jamaica with my baby and Reggae music.,"I don't know if I'll be a movie star or a housewife, but I'll be happy whatever I choose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/1990,Kerri Kendall,36,22,33,"5'5.5""",110,9/25/1970,"San Diego, California.","To become more worldly but never change inside, just be me-e-e!","Summertime, sense of humor, beautiful eyes, long hair, down-to-earth people.","Materialism, intimidating personalities (people who have to put you down to build themselves up, dentists.","Dirty Dancing, West Side Story.",,,,,,,,,,,,"Pizza, Chinese food & Mexian food.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All-American type, polite and sensitive, sexy, athletic & fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia -- I've seen such breath-taking pictures and I would love to experience it myself.,People start taking responsibility for our environment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/1990,Melissa Evridge,34,24,35,"5'6""",113,11/2/1968,"Lexington, KY.","To further my modeling career and to live a full, happy life.","Soft jazz, walks on the beach, good times with friends.","People who pretend to be something they aren't, people who litter.",,,,,,,,,,,,,,,,"Water-ski at sunset, get a good workout, relax with a glass of wine in the hot tab, then cook out on the grill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A chimpanzee, crocodile, horses, dogs, cats, rabbits, a pig, a lamb, a parrot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Never become complacent with life. Remember, you only live once!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To go on a photo safari through Africa and to scuba dive with dolphins.,Mom and dad -- without a doubt!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/1990,Jacqueline Shaw,36,24,34,"5'4""",113,3/3/1963,"Dallas, TX",To become more involved in the salvation of our environment.,"The train scene in ""Risky Business,"" wild cavings, a man who can cook & do the dishes.","Credit limits, tangled hangues, littering, my dog's bad breath, running out of gas on my jetski.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1990,Bonnie Marino,35,24,35,"5'8.5""",128,12/20/1961,"Cleveland, Ohio",To  further contribute to Playboy. Advance my medical and modeling career. Become a mother. ,"Silk nightgowns, warm summer months, soft whispers, interesting conversations, trust in relationships, physical fitness.","Crime, drug and environmental abuse.",,,,,,,,,,,,,,,,"Sailing to a remote beach house, off the mainland, then having a fresh seafood dinner, as the golden sun sets, with the man I love.",,,"Russell W. Lake, Adelle Davis, Jules Verne.",,,,,,,,"Eric Clapton, Rollings Stones, Beatles Elvis Presley.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tracy Ullman, Shelley Long, Arsenio Hall.",,,,,,,,,,,,,,,"Of freedom of choice, supportive family and friends, plus following my intuition and ocassionally my heart.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1990,Tina Bockrath,34,24,36,"5'8""",125,6/30/1967,"Dayton, Ohio",To be an actress on a soap and to promote Playboy as long as possible,"Beautiful Texas sunsets, weekends on 6th Streen in downtown Austin.","Rush-hour traffic, pushy people, my student loan and people who judge you for what you have instead of for who you are.",,,,,,,"Tex-mex food, dancing at blues club and catching moonlight on the lake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My mom, for raising two children by herself -- especially when the going got tough. Runner-up: Cher!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To visit Egypt, see the pyramids and participate in archaeological digs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1990,Lisa Matthews,37,24,36,"5'9""",120,9/24/1969,"Peoria, Illinois",To get a good education and be happy in life.,"Salmon -- colored roses, sunsets, the outdoors, friendly people, lingerie","Rude people, tattoos, traffic, guys who have longer hair than me.",,,,,,,"Sitting on the beach at sunset with my man, drinking champagne.",,,,,,,,"One, the Sun Also Rises, The Great Gatsby.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mediterranean cruise with stops in Egypt and Greece.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When I was younger, I played all kinds of sports, like baseball, football, horseback riding and snow skiing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1990,Deborah Driggs,34,23,34,"5'6""",110,12/13/1967,"Oakland, California",To develop myself not only as an actress but also as a respectable human being.,"A gianni Versace suit with the right man in it! A good bottle of red wine, a massage!",A date planned to the last minute! A negative bank account! Negative people!,,"Glenn Close, Greena Davis, Michelle Pfeiffer, Al Pacino, Sean Penn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He has a great sense of humor, e's very spontaneous! And a great kisser.",,,,,,,Trapped in an elevator with another actor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm an optimist -- There might be an Academy Award. If not, I'll name my first kid Oscar!",Right now -- none.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1990,Pamela Anderson,36,22,34,"5'7""",105,7/1/1967,"Ladysmith, BC","To be a wonderful wife and  mother, and win an Oscar.","Sincerity, honesty, strong arms, waffles and fried chicken.","Possessive men, jealous people, insensitive people & split ends.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooking a great dinner for a special man, wearing my sexy little French-maid outfit.",Taking the truck through the woods to the falls with a picnic basket full of beers.,Taking the limo to le some,The start of something big!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1990,Peggy McIntaggart,36,23,35,"5'7""",115,9/6/1961,"Midland, Ontario","To act, sing, and work with underprivileged kids. ","Cleanliness, children, animals, Christianity, talented people & white roses.","Cigarettes, traffic, dishonesty and judgmental people.",,,"Genuine, kindhearted, spiritual, outdoorsy, talented, family man, and sends me white roses.",,,,,,,,"Fishing, tennis, water & snow skiing, baseball and bicycling.",,,,,,,,,,,,,,,,"Willie Nelson, Herbie Slaucock.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Be happily married and have 17 outdoorsy, loving kids.",,,,,,,,,"One-on-one gym in Sherman Oaks, my horse Shannon & unconditional love.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/1989,Renee Tenson,36,23,32,"5'6""",112,12/2/1968,"Caldwell, Idaho",To represent Playboy as well as I can and to be a successful model/actress.,"Hot summer nights, soft music, cuddling, riding horses and working out.","Rude people, heavy traffic, loud noises.","It's a Wonderful Life, Rocky II, Little Shop of Horrors.",,"Good sense of humor, seductive smile, great body! And is my best friend.",,,,,,,,,,"Frozen yogurt, pizza, lobster with white wine.",,,"Romantic dinner, drinks by candlelight, a walk by the river and soak in hot tub.",,,,,,,,,,,".38 Special, Elo, Boston Van Halen (5150), Supertramp, Cameo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/1989,Karen Foster,36,21,32,"5'4""",105,4/21/1965,"Lufkin, Texas",To accomplish all the goals I've ever set for myself and to never be sad or lonely.,"Leather clothes, fast cars, traveling, reading a good book.","Waiting in lines, waking up early, cold weather, rude drivers.","60 Minutes, USA Today, Leave it to Beaver, Casablanca, All James Bond movies.",,,,,,,,,,,,,,"Presumed Innocent, The Stand.",,"Elvis Presley, he was so good-looking and talented too!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USA, of course! But France is my favorite foreign country because of its history and works of art.","Dedicated, intelligent, ambitious and family-oriented.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/1989,Mirjam von Breeschooten,36,24,34,"5'6""",117,11/15/1970,"Rotterdam, Holland",To be a fasion model in the U.S.,"Friendly people, honest and real, horseback riding at sunset, champagne, a mercedes","Dirty fingernails, impolite, sneaky people. When the day starts with rain, jealous","Purple Rain, Dirty Dancing, Lady Hawke",,,,,,,,,,,,,,,,Marilyn Monroe and Prince.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince and Terence Trent D'anby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My family is there and the food is there very nice.,"The people are generous, night life, big shops and tall buildings.","She's always is always talking about her boyfriend, I love her very much.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
